"","X1","codeAndCountry","serieCode","country","serieName","year","indicator"
"13918",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","1991",0
"14640",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","1992",0
"15362",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","1993",0
"16084",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","1994",0
"16806",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","1995",9.24877560084208e-06
"17528",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","1996",4.51047275392552e-05
"18250",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","1997",0.000219988575553294
"18972",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","1998",0.000643935956362092
"19694",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","1999",0.00146668869214028
"20416",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","2000",0.00204651683653029
"21138",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","2001",0.00240015303375743
"21860",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","2002",0.00312956060108532
"22582",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","2003",0.00382810917017044
"23304",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","2004",0.00449843651215974
"24026",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","2005",0.0082655126590551
"24748",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","2006",0.0114138916388191
"25470",181113,"8.16 - Nepal - 181113","8.16","Nepal","8.16 - Develop a global partnership for development: Internet Use","2007",0.0141
"203",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1972",NA
"925",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1973",NA
"1647",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1974",NA
"2369",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1975",NA
"3091",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1976",NA
"3813",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1977",NA
"4535",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1978",NA
"5257",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1979",NA
"5979",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1980",NA
"6701",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1981",NA
"7423",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1982",NA
"8145",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1983",NA
"8867",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1984",NA
"9589",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1985",NA
"10311",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1986",NA
"11033",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1987",NA
"11755",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1988",NA
"12477",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1989",NA
"13199",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1990",0
"13921",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1991",NA
"14643",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1992",NA
"15365",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1993",NA
"16087",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1994",NA
"16809",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1995",5.17901256946351e-05
"17531",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1996",0.0025298394563881
"18253",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1997",0.00989334969033815
"18975",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1998",0.0193604282526729
"19697",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","1999",0.0568814732301567
"20419",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","2000",0.139395488232698
"21141",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","2001",0.182371097828416
"21863",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","2002",0.22389797417113
"22585",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","2003",0.264083344703588
"23307",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","2004",0.302980462088488
"24029",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","2005",0.323590147531561
"24751",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","2006",0.335157146807209
"25473",183787,"8.16 - New Caledonia - 183787","8.16","New Caledonia","8.16 - Develop a global partnership for development: Internet Use","2007",0.3505
"193",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1972",NA
"915",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1973",NA
"1637",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1974",NA
"2359",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1975",NA
"3081",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1976",NA
"3803",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1977",NA
"4525",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1978",NA
"5247",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1979",NA
"5969",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1980",NA
"6691",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1981",NA
"7413",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1982",NA
"8135",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1983",NA
"8857",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1984",NA
"9579",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1985",NA
"10301",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1986",NA
"11023",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1987",NA
"11745",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1988",NA
"12467",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1989",NA
"13189",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1990",0
"13911",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1991",NA
"14633",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1992",0.0028594124136243
"15355",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1993",0.00631215367316847
"16077",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1994",0.0316871884839389
"16799",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1995",0.0488424078004581
"17521",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1996",0.0804189936796032
"18243",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1997",0.146015243991473
"18965",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1998",0.31636260808802
"19687",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","1999",0.414944826585159
"20409",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","2000",0.473795565432096
"21131",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","2001",0.532410152941279
"21853",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","2002",0.590807532812931
"22575",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","2003",0.609625398663824
"23297",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","2004",0.618476278106481
"24019",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","2005",0.627202123689541
"24741",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","2006",0.69
"25463",185124,"8.16 - New Zealand - 185124","8.16","New Zealand","8.16 - Develop a global partnership for development: Internet Use","2007",0.6976
"265",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1972",NA
"987",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1973",NA
"1709",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1974",NA
"2431",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1975",NA
"3153",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1976",NA
"3875",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1977",NA
"4597",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1978",NA
"5319",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1979",NA
"6041",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1980",NA
"6763",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1981",NA
"7485",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1982",NA
"8207",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1983",NA
"8929",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1984",NA
"9651",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1985",NA
"10373",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1986",NA
"11095",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1987",NA
"11817",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1988",NA
"12539",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1989",NA
"13261",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1990",0
"13983",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1991",NA
"14705",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1992",NA
"15427",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1993",NA
"16149",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1994",0.000131662275729771
"16871",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1995",0.000300464776085064
"17593",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1996",0.000840932914156307
"18315",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1997",0.0020621681842506
"19037",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1998",0.00303808974638634
"19759",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","1999",0.00497901643314416
"20481",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","2000",0.00980216486692385
"21203",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","2001",0.0144879942820716
"21925",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","2002",0.0171472958428668
"22647",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","2003",0.0188041253242301
"23369",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","2004",0.0232066460863941
"24091",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","2005",0.0256635117656203
"24813",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","2006",0.028055730627337
"25535",186461,"8.16 - Nicaragua - 186461","8.16","Nicaragua","8.16 - Develop a global partnership for development: Internet Use","2007",0.039
"290",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1972",NA
"1012",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1973",NA
"1734",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1974",NA
"2456",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1975",NA
"3178",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1976",NA
"3900",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1977",NA
"4622",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1978",NA
"5344",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1979",NA
"6066",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1980",NA
"6788",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1981",NA
"7510",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1982",NA
"8232",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1983",NA
"8954",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1984",NA
"9676",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1985",NA
"10398",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1986",NA
"11120",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1987",NA
"11842",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1988",NA
"12564",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1989",NA
"13286",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1990",0
"14008",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1991",NA
"14730",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1992",NA
"15452",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1993",NA
"16174",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1994",7.63689905241357e-05
"16896",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1995",0.00056123042662118
"17618",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1996",0.00219998526009876
"18340",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1997",0.00539065540666565
"19062",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1998",0.0275064807135796
"19784",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","1999",0.0383686450851963
"20506",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","2000",0.0655479647729549
"21228",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","2001",0.0726839987788729
"21950",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","2002",0.0851807781515595
"22672",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","2003",0.0998742407723405
"23394",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","2004",0.111408625409415
"24116",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","2005",0.114840092783071
"24838",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","2006",0.173495661695931
"25560",197157,"8.16 - Panama - 197157","8.16","Panama","8.16 - Develop a global partnership for development: Internet Use","2007",0.2229
"214",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1972",NA
"936",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1973",NA
"1658",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1974",NA
"2380",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1975",NA
"3102",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1976",NA
"3824",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1977",NA
"4546",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1978",NA
"5268",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1979",NA
"5990",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1980",NA
"6712",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1981",NA
"7434",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1982",NA
"8156",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1983",NA
"8878",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1984",NA
"9600",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1985",NA
"10322",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1986",NA
"11044",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1987",NA
"11766",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1988",NA
"12488",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1989",NA
"13210",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1990",0
"13932",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1991",NA
"14654",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1992",NA
"15376",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1993",NA
"16098",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1994",0.000272546623869579
"16820",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1995",0.00135102783495628
"17542",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1996",0.0026816042751208
"18264",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1997",0.0133182215912345
"18986",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1998",0.026476466789641
"19708",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","1999",0.052656826509974
"20430",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","2000",0.104746482089399
"21152",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","2001",0.156300309162012
"21874",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","2002",0.175476475654777
"22596",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","2003",0.197070256578252
"23318",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","2004",0.221307382347014
"24040",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","2005",0.234000504486583
"24762",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","2006",0.254424182102582
"25484",206516,"8.16 - Puerto Rico - 206516","8.16","Puerto Rico","8.16 - Develop a global partnership for development: Internet Use","2007",0.2786
"268",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1972",NA
"990",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1973",NA
"1712",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1974",NA
"2434",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1975",NA
"3156",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1976",NA
"3878",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1977",NA
"4600",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1978",NA
"5322",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1979",NA
"6044",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1980",NA
"6766",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1981",NA
"7488",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1982",NA
"8210",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1983",NA
"8932",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1984",NA
"9654",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1985",NA
"10376",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1986",NA
"11098",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1987",NA
"11820",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1988",NA
"12542",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1989",NA
"13264",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1990",0
"13986",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1991",NA
"14708",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1992",NA
"15430",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1993",NA
"16152",213201,"8.16 - Samoa - 213201","8.16","Samoa","8.16 - Develop a global partnership for development: Internet Use","1994",NA
